i,코드,기업명,내용,
3003,EMN,이스트만 케미컬,이스트만 케미컬Eastman Chemical Co이스트만 케미컬(이하 이스트만)은 다양한 제품을 생산하는 글로벌 특수 소재 회사다.이스트만의 사업 부문에는 첨단 소재(AM) 첨가제 및 기능성 제품(AFP) 화학 중간체(CI) 및 섬유가 포함된다.AM 부문은 다음을 생산 및 판매한다. -운송 분야의 고부가가치 최종 용도를 위한 차별화된 성능 특성을 갖춘 폴리머 필름 및 플라스틱 -내구재 및 전자제품 -건축 및 건설 -의료 및 제약 -소모품 시장에 생산 및 판매한다.AFP 부문은 다음과 같은 제품용 소재를 제조한다. -운송 분야 -퍼스널 케어 및 웰빙 -식품 사료 및 농업 -건축 및 건설 -수처리 및 에너지 -소모품 등 -내구재 및 전자제품 시장에 제품을 공급한다.CI 부문은 산업용 화학 및 가공 건축 및 건설 건강 및 웰빙 농화학 제품을 판매 및 마케팅한다.섬유 부문은 여과 매체에 사용되는 아세테이트 토우 및 트리아세틴 가소제를 제조 및 판매한다.
3005,EMO,ClearBridge Energy Midstream Opportunity Closed End Fund,ClearBridge Energy Midstream Opportunity Closed End FundClearBridge Energy Midstream Opportunity Closed End FundSPDR S&P 인슈어런스 ETF 이전의 SPDR KBW 보험 ETF는 S&P 은행 선정 산업 지수의 수익률과 특성을 밀접하게 일치시키고자 합니다.이 펀드는 모든 것을 투자하지만 전체 자산의 80% 이상을 지수를 구성하는 증권에 투자합니다.이 펀드는 지수와 거의 동일한 비율로 지수에 표시된 모든 증권에 투자합니다.S&P 은행선정산업지수는 은행이나 저축으로 사업을 하는 상장기업의 실적을 반영하고자 하는 변동 조정형 시가총액 가중지수입니다.S&P Banks Select Index는 NYSE(New York Stock Exchange) 또는 다른 미국 국립 증권거래소(NASDAQ)/National Market System(NMS)에 나열된 국가 자금 센터 및 지역 은행의 공통 주식으로 구성되어 있습니다.SSGA FM(SSgA Funds Management Inc.)은 펀드의 투자 고문 역할을 합니다.
3006,EMP,엔터지 미시시피 선순위 담보채권 4.900% 만기 2066년,엔터지 미시시피 선순위 담보채권 4.900% 만기 2066년Entergy Mississippi 4.90 First Mortgage Bonds Exp 1 Oct 2066엔터지 미시시피 4.90%는 전기 서비스 제공업체이다. 이 회사는 미시시피 주의 45개 카운티에서 약 450000명의 고객에게 서비스를 제공한다.이 회사는 배전 및 온라인 지불 솔루션을 제공한다. 이 회사는 주거 고객과 비즈니스 고객 모두에게 서비스를 제공한다.
3009,EMR,에머슨 일렉트릭,에머슨 일렉트릭Emerson Electric Co에머슨 일렉트릭은 전 세계 다양한 산업 상업 및 소비자 시장에서 고객에게 솔루션을 제공하기 위해 기술과 엔지니어링을 결합한 제품을 설계 및 제조하고 서비스를 제공한다.이 회사는 자동화 솔루션과 상업 및 주거 솔루션의 두부문을 통해 운영된다.자동화 솔루션 부문은 측정 및 분석 계측기 산업용 밸브 및 장비 프로세스 제어 소프트웨어 및 시스템을 포함한 제품 및 통합 솔루션을 제공한다.상업 및 주거 솔루션 부문은 에너지 효율과 지속가능성을 촉진하고 가정과 상업의 편안함 증진 및 난방 에어컨 냉장 기술을 통해 식품의 품질과 지속성을 보호하는 제품과 솔루션을 제공한다.이 회사는 다양한 최종시장에 서비스를 제공한다.
3013,EMX,EMX 로얄티,EMX 로얄티EMX Royalty CorpEMX 로열티는 캐나다에 본사를 둔 귀금속 비금속 및 배터리 로열티 회사이다.이 회사와 그 자회사는 금속 및 광물 자산을 탐사하고 그로부터 로열티를 창출하는 로열티 및 잠재 고객 생성자로 운영된다.이 회사의 로열티 및 광물 자산 포트폴리오는 북미 유럽 터키 라틴 아메리카 및 호주의 약 266개 자산으로 구성된다.이 회사의 로열티 광물 자산 및 투자 이익의 다각화된 포트폴리오는 5개 대륙에 걸쳐 있으며 금 구리 및 다금속 자산에 중점을 둔다.이 회사의 소유의 로열티에는 Leeville Rawhide NP Placers Afgan Maggie Creek Cathedral Well Swift Copper King Goodpaster Lucky 7 Jackson Manion Kwai Bruce Lake 및 Ophir 유럽지역의 Brestovac Viscaria Jasikovo Gumsberg Trollberget Bamble 및 Tomtebo 터키의 Akarca Balya Sisorta 및 Alankoy Grand Bois 및 Koonenberry 등이 있다.
3017,ENB,엔브리지,엔브리지Enbridge Inc엔브리지는 에너지 인프라 회사이다. 이 회사는 액체 파이프라인 가스 전달 및 중류 가스 분배 및 저장 재생 가능 발전 에너지 서비스 부문을 통해 운영된다.액체 파이프라인 부문은 다양한 등급의 원유 및 액체 탄화수소를 운송하고 수출하는 캐나다와 미국의 파이프라인과 터미널로 구성된다.가스 전송 및 미드스트림 부문은 미국 가스 전송 캐나다 가스 전송 미국 미드스트림 및 기타 자산을 포함하여 캐나다와 미국의 천연 가스 파이프라인 및 수집처리 시설에 대한 투자로 구성된다.가스 분배 및 저장 부문은 천연 가스 유틸리티 운영으로 구성된다.재생 가능 발전 부문은 풍력 및 태양열 자산뿐만 아니라 지열 폐열 회수 및 송전 자산에 대한 투자로 구성된다.에너지 서비스 부문은 물리적 상품 마케팅 및 물류 서비스를 제공한다.
3018,ENCP,에너젬,에너젬Energem Corp에너젬은 기업인수목적회사이다. 이 회사는 하나 이상의 사업체와의 합병 자본증권거래 자산취득 주식매입 조직개편 또는 이와 유사한 사업결합을 목적으로 설립되었다.이 회사는 특정 사업결합 대상을 선정하지 않았으며 이와 관련한 실질적인 논의를 시작한 적도 없다.이 회사는 에너지 성장 전환과 지속가능성 테마에서 기회가 연계된 동남아 및 아시아 태평양 지역의 에너지 가치사슬 대상 사업에 초점을 두고있다.이 회사는 어떠한 사업도 시작하지 않았고 어떠한 수익도 창출하지 않았다.
3019,ENCPU,Energem Units,Energem UnitsEnergem Units에너젬은 기업인수목적회사이다. 이 회사는 하나 이상의 사업체와의 합병 자본증권거래 자산취득 주식매입 조직개편 또는 이와 유사한 사업결합을 목적으로 설립되었다.이 회사는 특정 사업결합 대상을 선정하지 않았으며 이와 관련한 실질적인 논의를 시작한 적도 없다.이 회사는 에너지 성장 전환과 지속가능성 테마에서 기회가 연계된 동남아 및 아시아 태평양 지역의 에너지 가치사슬 대상 사업에 초점을 두고있다.이 회사는 어떠한 사업도 시작하지 않았고 어떠한 수익도 창출하지 않았다.
3020,ENER,어크리션 애퀴지션,어크리션 애퀴지션Accretion Acquisition Corp어크리션 애퀴지션은 기업인수목적 회사이다. 이 회사는 합병 주식 교환 자산 취득 주식 매입 자본 확충 조직 개편 또는 하나 이상의 사업체 또는 법인과 유사한 기업결합을 시작하기 위해 설립되었다.이 회사는 특정 사업 결합 대상을 선택하지 않았으며 회사를 대신하는 사람도 없고 사업 결합 대상과 관련한 실질적인 논의를 시작하지 않았다.이 회사는 에너지 산업에서 또는 에너지 산업과 관련된 대상 비즈니스에 대한 검색에 집중할 계획이다.이 회사는 운영을 시작하거나 수익을 창출하지 않았다.
3021,ENERR,Accretion Acquisition Right Exp 1st Mar 2028,Accretion Acquisition Right Exp 1st Mar 2028Accretion Acquisition Right Exp 1st Mar 2028어크리션 애퀴지션은 기업인수목적 회사이다. 이 회사는 합병 주식 교환 자산 취득 주식 매입 자본 확충 조직 개편 또는 하나 이상의 사업체 또는 법인과 유사한 기업결합을 시작하기 위해 설립되었다.이 회사는 특정 사업 결합 대상을 선택하지 않았으며 회사를 대신하는 사람도 없고 사업 결합 대상과 관련한 실질적인 논의를 시작하지 않았다.이 회사는 에너지 산업에서 또는 에너지 산업과 관련된 대상 비즈니스에 대한 검색에 집중할 계획이다.이 회사는 운영을 시작하거나 수익을 창출하지 않았다.
3022,ENERU,Accretion Acquisition Units,Accretion Acquisition UnitsAccretion Acquisition Units어크리션 애퀴지션은 기업인수목적 회사이다. 이 회사는 합병 주식 교환 자산 취득 주식 매입 자본 확충 조직 개편 또는 하나 이상의 사업체 또는 법인과 유사한 기업결합을 시작하기 위해 설립되었다.이 회사는 특정 사업 결합 대상을 선택하지 않았으며 회사를 대신하는 사람도 없고 사업 결합 대상과 관련한 실질적인 논의를 시작하지 않았다.이 회사는 에너지 산업에서 또는 에너지 산업과 관련된 대상 비즈니스에 대한 검색에 집중할 계획이다.이 회사는 운영을 시작하거나 수익을 창출하지 않았다.
3023,ENFN,인퓨전,인퓨전Enfusion Inc인퓨전은 투자 관리 산업을 혁신하는 데 중점을 둔 SaaS(Software-as-a-Service) 제공업체이다.이 회사의 솔루션은 기술 및 정보 장벽을 제거하도록 설계되었으며 투자 관리자가 실시간으로 투자 결정을 내리고 실행할 수 있도록 돕는다.이 회사는 미션 크리티컬 시스템을 결합하고 데이터를 단일 소스인 단일 데이터 세트로 통합하여 투자 및 운영 워크플로를 단순화시킨다.이 회사의 솔루션은 클라우드 기반 주문 및 실행 관리 포트폴리오 관리 시스템 회계/총 계정원장 시스템 분석 시스템 위험 시스템 및 기술 서비스로 구성된다.또한 이 회사의 솔루션은 실시간 성과 위험 계산 및 회계 기능을 제공한다.이 회사는 글로벌 헤지펀드 운용사 기관 자산 운용사 패밀리 오피스 및 기타 기관 투자자에게 서비스를 제공한다.
3025,ENG,EN글로벌,EN글로벌ENGlobal CorpEN글로벌은 에너지 산업에 엔지니어링 및 프로페셔널 서비스를 제공하기 위해 노력하고 있습니다.당사는 엔지니어링 조달 및 건설 관리(EPCM) 및 자동화라는 두 가지 부문을 통해 운영하고 있습니다.EPCM 부문은 미국 전역의 에너지 산업에 전문 엔지니어링 및 관련 프로젝트 서비스가 필요한 프로젝트의 개발 관리 및 실행에 관한 서비스를 제공합니다.EPCM 부문에는 정부 서비스 그룹이 포함되어 있으며 이 그룹은 다양한 정부 공공 부문 및 국제 시설에 대한 엔지니어링 설계 설치 및 운영 및 유지 관리를 제공합니다.자동화 부문은 프로세스 분산 제어 및 분석기 시스템의 설계 제작 및 구현 고급 자동화 정보 기술 및 전기 프로젝트와 관련된 서비스를 미국 전역의 업스트림 및 다운스트림 섹터에 제공하고 중앙아시아의 특정 프로젝트도 제공합니다.
3026,ENIC,에넬 칠레 ADR,에넬 칠레 ADREnel Chile SA ADR에넬 칠레 S.A. ADR은 칠레에 기반을 둔 전기 유틸리티 회사입니다. 당사는 합병 된 법인 및 계열사를 통해 전력 사업의 생성 전송 및 분배에 관여합니다.당사의 부문에는 발전 유통 및 기타 사업 및 회사 간 거래 조정이 포함됩니다.자회사 인 Empresa Nacional de Electricidad SA Empresa Electrica Pehuenche SA Compania Electrica Tarapaca SA 및 GasAtacama SA를 통해 칠레의 전기 발전소를 소유하고 운영합니다.당사의 전기 배전 사업은 전기 배전 회사 인 Chilectra Chile SA를 통해 수행됩니다.당사의 통합 법인 인 Servicios Informaticos e Inmobiliarios Ltda는 남아메리카의 정보 시스템 기술 정보 통신 및 제어 시스템과 관련된 컨설팅 관리 관리 및 계약 업무를 제공하는 비즈니스 컨설팅 회사입니다.
3027,ENJ,엔터지 뉴올리언스 선순위 담보채권 5.000% 만기 2052년,엔터지 뉴올리언스 선순위 담보채권 5.000% 만기 2052년Entergy Orleans 5% Mortgage Bonds Series Exp 01 Dec 2052엔터지 뉴올리언스 Pref SHS는 전기 및 가스 유틸리티 회사이다.이 회사는 전력의 생산 전송 분배 판매에 종사하고 있다. 이 회사는 870메가와트(mg) Michoud Plant 발전소를 소유하고 있다.이 회사는 또한 천연 가스 유통 사업을 영위하고 있다.
3028,ENLC,EnLink Midstream Common Units,EnLink Midstream Common UnitsEnLink Midstream Common Units엔링크 미드스트림은 합자 중류 회사입니다. 당사의 자산은 엔링크 미드스트림 파트너스(파트너십) 와 엔링크 오크라호마 가스 프로세싱 회사의 지분권으로 구성됩니다.이 파트너십은 천연 가스 및 천연 가솔린(NGL) 응축수 및 원유의 수집 전송 가공 및 마케팅은 물론 원유 응축수 및 염수 서비스를 생산자들에게 제공합니다.엔링크 오크라호마 가스 프로세싱은 파트너십과 기업이 소유 한 파트너십으로 천연 가스의 수집 및 처리에 종사합니다.파트너십은 텍사스 오클라호마 루이지애나 원유 및 응축수 및 기업부문이 있습니다.파트너쉽은 시장 분야의 생산지를 수집 시스템에 연결하고 천연 가스를 처리하여 NGL을 제거 후 NGL을 순도 제품으로 분별 판매 천연 가스를 운송하며 다양한 시장에 천연 가스를 공급합니다.
3029,ENLT,엔라이트 리뉴어블 에너지,엔라이트 리뉴어블 에너지Enlight Renewable Energy Ltd엔라이트 리뉴어블 에너지는 이스라엘에 기반한 회사다. 이 회사는 이스라엘과 국제 시장에서 풍력 에너지 및 태양 에너지 분야에서 사업을 운영한다.이 회사는 다음과 같은 네 가지 지역 부문에서 활동한다. 이스라엘 부문은 이스라엘에서 태양 에너지로 전기를 생산하는 태양광 프로젝트의 착수 계획 개발 자금 조달 설립 및 운영에 관여한다.중동부 유럽 부문은 중동부 유럽 전역의 풍력 프로젝트뿐만 아니라 발칸 지역도 포함한다.서유럽 부문은 주로 스페인 스웨덴 및 아일랜드의 전력 판매를 기반으로 하는 서유럽 국가의 선진 전력 시장에서 대규모 풍력 프로젝트를 개발하고 설립하기 위해 노력한다.
